Customer ID,Customer Name,Date of Birth,Marital Status,Date of First Purchase,Gender,Yearly Income,
SG-20080,Sandra Glassco,08-12-1957,S,1439596800,F,30000,"Insert into Customer values('SG-20080','Sandra Glassco',21162,'S',1439596800,'F',30000)"
SC-10725,Steven Cartwright,26-11-1959,M,1498780800,M,40000,"Insert into Customer values('SC-10725','Steven Cartwright',21880,'M',1498780800,'M',40000)"
AG-10525,Andy Gerbode,12-12-1987,M,1436832000,F,40000,"Insert into Customer values('AG-10525','Andy Gerbode',32123,'M',1436832000,'F',40000)"
MG-18145,Mike Gockenbach,23-12-1975,M,1521849600,M,40000,"Insert into Customer values('MG-18145','Mike Gockenbach',27751,'M',1521849600,'M',40000)"
BD-11605,Brian Dahlen,11-05-1982,S,1465171200,M,30000,"Insert into Customer values('BD-11605','Brian Dahlen',30082,'S',1465171200,'M',30000)"
PB-19105,Peter Bühler,11-05-1950,M,1449446400,F,30000,"Insert into Customer values('PB-19105','Peter Bühler',18394,'M',1449446400,'F',30000)"
SC-20575,Sonia Cooley,26-11-1979,M,1565568000,F,40000,"Insert into Customer values('SC-20575','Sonia Cooley',29185,'M',1565568000,'F',40000)"
DO-3435,Denny Ordway,11-07-1999,S,1441152000,F,30000,"Insert into Customer values('DO-3435','Denny Ordway',36352,'S',1441152000,'F',30000)"
CC-12220,Chris Cortes,08-07-1996,S,1555545600,F,30000,"Insert into Customer values('CC-12220','Chris Cortes',35254,'S',1555545600,'F',30000)"
TS-21430,Tom Stivers,30-08-1955,S,1491091200,M,20000,"Insert into Customer values('TS-21430','Tom Stivers',20331,'S',1491091200,'M',20000)"
AZ-10750,Annie Zypern,10-08-1954,S,1523059200,M,20000,"Insert into Customer values('AZ-10750','Annie Zypern',19946,'S',1523059200,'M',20000)"
IG-15085,Ivan Gibson,28-05-1983,S,1525737600,M,20000,"Insert into Customer values('IG-15085','Ivan Gibson',30464,'S',1525737600,'M',20000)"
SP-20860,Sung Pak,03-07-1987,S,1540684800,M,20000,"Insert into Customer values('SP-20860','Sung Pak',31961,'S',1540684800,'M',20000)"
KM-16225,Kalyca Meade,17-01-1980,M,1521763200,M,40000,"Insert into Customer values('KM-16225','Kalyca Meade',29237,'M',1521763200,'M',40000)"
KM-6720,Kunst Miller,19-06-1956,S,1442361600,F,30000,"Insert into Customer values('KM-6720','Kunst Miller',20625,'S',1442361600,'F',30000)"
MM-18055,Michelle Moray,18-07-1976,S,1539561600,F,30000,"Insert into Customer values('MM-18055','Michelle Moray',27959,'S',1539561600,'F',30000)"
RB-19360,Raymond Buch,28-08-1982,S,1480204800,F,20000,"Insert into Customer values('RB-19360','Raymond Buch',30191,'S',1480204800,'F',20000)"
NC-8415,Nathan Cano,29-07-1984,S,1564012800,F,30000,"Insert into Customer values('NC-8415','Nathan Cano',30892,'S',1564012800,'F',30000)"
SN-20710,Steve Nguyen,30-11-1983,S,1482364800,M,30000,"Insert into Customer values('SN-20710','Steve Nguyen',30650,'S',1482364800,'M',30000)"
DL-3330,Denise Leinenbach,21-02-1981,S,1529193600,M,30000,"Insert into Customer values('DL-3330','Denise Leinenbach',29638,'S',1529193600,'M',30000)"
JG-15115,Jack Garza,24-10-2003,S,1520726400,M,30000,"Insert into Customer values('JG-15115','Jack Garza',37918,'S',1520726400,'M',30000)"
CJ-11875,Carl Jackson,10-06-1981,S,1539561600,M,30000,"Insert into Customer values('CJ-11875','Carl Jackson',29747,'S',1539561600,'M',30000)"
AY-10555,Andy Yotov,14-09-2004,S,1509840000,F,20000,"Insert into Customer values('AY-10555','Andy Yotov',38244,'S',1509840000,'F',20000)"
BV-11245,Benjamin Venier,02-12-1982,S,1552953600,F,10000,"Insert into Customer values('BV-11245','Benjamin Venier',30287,'S',1552953600,'F',10000)"
PO-9195,Phillina Ober,04-11-1955,S,1452038400,M,20000,"Insert into Customer values('PO-9195','Phillina Ober',20397,'S',1452038400,'M',20000)"
GZ-4545,George Zrebassa,05-12-1974,S,1436227200,M,20000,"Insert into Customer values('GZ-4545','George Zrebassa',27368,'S',1436227200,'M',20000)"
PN-18775,Parhena Norris,28-11-1969,S,1556150400,M,30000,"Insert into Customer values('PN-18775','Parhena Norris',25535,'S',1556150400,'M',30000)"
SC-20800,Stuart Calhoun,05-12-1990,S,1491350400,M,30000,"Insert into Customer values('SC-20800','Stuart Calhoun',33212,'S',1491350400,'M',30000)"
AC-10615,Ann Chong,07-01-1998,M,1434499200,M,20000,"Insert into Customer values('AC-10615','Ann Chong',35802,'M',1434499200,'M',20000)"
VB-21745,Victoria Brennan,30-09-1956,S,1492214400,M,20000,"Insert into Customer values('VB-21745','Victoria Brennan',20728,'S',1492214400,'M',20000)"
TT-11460,Tonja Turnell,26-05-2000,S,1433635200,F,30000,"Insert into Customer values('TT-11460','Tonja Turnell',36672,'S',1433635200,'F',30000)"
AC-10420,Alyssa Crouse,18-05-1955,S,1447891200,F,30000,"Insert into Customer values('AC-10420','Alyssa Crouse',20227,'S',1447891200,'F',30000)"
CG-12040,Catherine Glotzbach,22-04-1978,M,1430265600,M,40000,"Insert into Customer values('CG-12040','Catherine Glotzbach',28602,'M',1430265600,'M',40000)"
TR-11325,Toby Ritter,03-10-1977,M,1525046400,F,40000,"Insert into Customer values('TR-11325','Toby Ritter',28401,'M',1525046400,'F',40000)"
SC-20440,Shaun Chance,29-12-1986,S,1431993600,M,60000,"Insert into Customer values('SC-20440','Shaun Chance',31775,'S',1431993600,'M',60000)"
BT-11305,Beth Thompson,21-08-1981,M,1446940800,M,60000,"Insert into Customer values('BT-11305','Beth Thompson',29819,'M',1446940800,'M',60000)"
JB-15925,Joni Blumstein,05-09-1978,S,1554163200,F,50000,"Insert into Customer values('JB-15925','Joni Blumstein',28738,'S',1554163200,'F',50000)"
GW-14605,Giulietta Weimer,21-12-1955,S,1535241600,F,50000,"Insert into Customer values('GW-14605','Giulietta Weimer',20444,'S',1535241600,'F',50000)"
SC-20725,Steven Cartwright,08-01-1951,S,1440115200,F,50000,"Insert into Customer values('SC-20725','Steven Cartwright',18636,'S',1440115200,'F',50000)"
EH-13765,Edward Hooks,21-07-1993,M,1423785600,M,50000,"Insert into Customer values('EH-13765','Edward Hooks',34171,'M',1423785600,'M',50000)"
YS-21880,Yana Sorensen,20-03-1951,S,1470700800,F,50000,"Insert into Customer values('YS-21880','Yana Sorensen',18707,'S',1470700800,'F',50000)"
FO-14305,Frank Olsen,25-09-1977,S,1452384000,M,50000,"Insert into Customer values('FO-14305','Frank Olsen',28393,'S',1452384000,'M',50000)"
RP-19855,Roy Phan,27-09-1969,M,1559692800,M,50000,"Insert into Customer values('RP-19855','Roy Phan',25473,'M',1559692800,'M',50000)"
AB-10600,Ann Blume,17-04-1996,M,1515283200,F,50000,"Insert into Customer values('AB-10600','Ann Blume',35172,'M',1515283200,'F',50000)"
KB-16240,Karen Bern,01-07-2005,M,1523145600,M,60000,"Insert into Customer values('KB-16240','Karen Bern',38534,'M',1523145600,'M',60000)"
KA-16525,Kelly Andreada,12-03-1973,S,1508630400,F,40000,"Insert into Customer values('KA-16525','Kelly Andreada',26735,'S',1508630400,'F',40000)"
EM-3960,Eric Murdock,13-07-1980,S,1535155200,M,40000,"Insert into Customer values('EM-3960','Eric Murdock',29415,'S',1535155200,'M',40000)"
JD-15790,John Dryer,16-01-1995,M,1434758400,F,60000,"Insert into Customer values('JD-15790','John Dryer',34715,'M',1434758400,'F',60000)"
JL-15850,John Lucas,09-04-1988,M,1537056000,M,60000,"Insert into Customer values('JL-15850','John Lucas',32242,'M',1537056000,'M',60000)"
JW-16075,Julia West,22-06-1991,M,1472860800,F,60000,"Insert into Customer values('JW-16075','Julia West',33411,'M',1472860800,'F',60000)"
LL-6840,Lauren Leatherbury,20-01-1974,M,1463961600,M,40000,"Insert into Customer values('LL-6840','Lauren Leatherbury',27049,'M',1463961600,'M',40000)"
TH-21100,Thea Hendricks,09-02-1994,M,1501372800,M,60000,"Insert into Customer values('TH-21100','Thea Hendricks',34374,'M',1501372800,'M',60000)"
MC-17275,Marc Crier,28-03-1987,M,1484265600,M,60000,"Insert into Customer values('MC-17275','Marc Crier',31864,'M',1484265600,'M',60000)"
NG-8430,Nathan Gelder,12-01-1977,S,1444089600,F,60000,"Insert into Customer values('NG-8430','Nathan Gelder',28137,'S',1444089600,'F',60000)"
KD-16615,Ken Dana,18-10-1972,M,1482019200,F,70000,"Insert into Customer values('KD-16615','Ken Dana',26590,'M',1482019200,'F',70000)"
MC-17605,Matt Connell,16-11-1984,M,1564790400,M,70000,"Insert into Customer values('MC-17605','Matt Connell',31002,'M',1564790400,'M',70000)"
JK-15625,Jim Karlsson,26-09-1973,M,1543017600,F,70000,"Insert into Customer values('JK-15625','Jim Karlsson',26933,'M',1543017600,'F',70000)"
TS-11505,Tony Sayre,24-12-1992,M,1549152000,F,50000,"Insert into Customer values('TS-11505','Tony Sayre',33962,'M',1549152000,'F',50000)"
LD-6855,Lela Donovan,08-09-1979,M,1518307200,M,50000,"Insert into Customer values('LD-6855','Lela Donovan',29106,'M',1518307200,'M',50000)"
LP-17080,Liz Pelletier,31-07-1967,M,1533513600,F,50000,"Insert into Customer values('LP-17080','Liz Pelletier',24684,'M',1533513600,'F',50000)"
CV-12805,Cynthia Voltz,06-07-1978,M,1427241600,F,50000,"Insert into Customer values('CV-12805','Cynthia Voltz',28677,'M',1427241600,'F',50000)"
MO-17500,Mary O Rourke,08-05-1992,S,1499817600,M,40000,"Insert into Customer values('MO-17500','Mary O Rourke',33732,'S',1499817600,'M',40000)"
MS-17530,MaryBeth Skach,13-12-1996,S,1460592000,F,40000,"Insert into Customer values('MS-17530','MaryBeth Skach',35412,'S',1460592000,'F',40000)"
GA-14515,George Ashbrook,19-10-2002,S,1527552000,F,40000,"Insert into Customer values('GA-14515','George Ashbrook',37548,'S',1527552000,'F',40000)"
CS-12355,Christine Sundaresam,14-12-1988,S,1480464000,M,40000,"Insert into Customer values('CS-12355','Christine Sundaresam',32491,'S',1480464000,'M',40000)"
GM-14500,Gene McClure,07-03-1958,S,1495756800,M,60000,"Insert into Customer values('GM-14500','Gene McClure',21251,'S',1495756800,'M',60000)"
CC-2670,Craig Carreira,19-11-1996,M,1564272000,M,60000,"Insert into Customer values('CC-2670','Craig Carreira',35388,'M',1564272000,'M',60000)"
MN-17935,Michael Nguyen,16-09-1993,M,1448582400,M,60000,"Insert into Customer values('MN-17935','Michael Nguyen',34228,'M',1448582400,'M',60000)"
JM-16195,Justin MacKendrick,29-07-1995,M,1425600000,F,60000,"Insert into Customer values('JM-16195','Justin MacKendrick',34909,'M',1425600000,'F',60000)"
DB-13615,Doug Bickford,22-08-1958,M,1558569600,M,60000,"Insert into Customer values('DB-13615','Doug Bickford',21419,'M',1558569600,'M',60000)"
PK-18910,Paul Knutson,30-12-1990,S,1434326400,F,60000,"Insert into Customer values('PK-18910','Paul Knutson',33237,'S',1434326400,'F',60000)"
LS-16945,Linda Southworth,03-12-1997,M,1428278400,F,60000,"Insert into Customer values('LS-16945','Linda Southworth',35767,'M',1428278400,'F',60000)"
JK-15730,Joe Kamberova,21-09-1966,S,1489449600,F,70000,"Insert into Customer values('JK-15730','Joe Kamberova',24371,'S',1489449600,'F',70000)"
SW-10275,Scott Williamson,25-11-1972,M,1511481600,F,70000,"Insert into Customer values('SW-10275','Scott Williamson',26628,'M',1511481600,'F',70000)"
MC-18100,Mick Crebagga,27-11-1989,M,1550448000,F,70000,"Insert into Customer values('MC-18100','Mick Crebagga',32839,'M',1550448000,'F',70000)"
EH-13945,Eric Hoffmann,08-05-1997,M,1553644800,M,60000,"Insert into Customer values('EH-13945','Eric Hoffmann',35558,'M',1553644800,'M',60000)"
LC-16930,Linda Cazamias,25-12-1952,S,1562716800,M,60000,"Insert into Customer values('LC-16930','Linda Cazamias',19353,'S',1562716800,'M',60000)"
MA-17995,Michelle Arnett,04-07-1954,M,1527292800,F,60000,"Insert into Customer values('MA-17995','Michelle Arnett',19909,'M',1527292800,'F',60000)"
SP-20650,Stephanie Phelps,03-12-1959,S,1485993600,M,60000,"Insert into Customer values('SP-20650','Stephanie Phelps',21887,'S',1485993600,'M',60000)"
JH-15430,Jennifer Halladay,15-12-2005,S,1467158400,M,60000,"Insert into Customer values('JH-15430','Jennifer Halladay',38701,'S',1467158400,'M',60000)"
ML-17755,Max Ludwig,11-12-1961,M,1478563200,M,70000,"Insert into Customer values('ML-17755','Max Ludwig',22626,'M',1478563200,'M',70000)"
PC-18745,Pamela Coakley,14-04-1952,S,1503187200,F,70000,"Insert into Customer values('PC-18745','Pamela Coakley',19098,'S',1503187200,'F',70000)"
KE-16420,Katrina Edelman,30-03-1957,M,1488844800,F,70000,"Insert into Customer values('KE-16420','Katrina Edelman',20909,'M',1488844800,'F',70000)"
EM-4200,Evan Minnotte,04-12-1988,M,1536796800,M,80000,"Insert into Customer values('EM-4200','Evan Minnotte',32481,'M',1536796800,'M',80000)"
DW-13480,Dianna Wilson,03-05-1985,M,1444953600,M,70000,"Insert into Customer values('DW-13480','Dianna Wilson',31170,'M',1444953600,'M',70000)"
SC-10680,Steve Carroll,18-03-1987,S,1557446400,F,70000,"Insert into Customer values('SC-10680','Steve Carroll',31854,'S',1557446400,'F',70000)"
JG-15805,John Grady,02-08-1988,S,1479254400,F,70000,"Insert into Customer values('JG-15805','John Grady',32357,'S',1479254400,'F',70000)"
LL-16840,Lauren Leatherbury,29-11-1953,S,1478390400,F,70000,"Insert into Customer values('LL-16840','Lauren Leatherbury',19692,'S',1478390400,'F',70000)"
PV-8985,Paul Van Hugh,08-05-1972,S,1462579200,F,60000,"Insert into Customer values('PV-8985','Paul Van Hugh',26427,'S',1462579200,'F',60000)"
PO-19180,Philisse Overcash,23-09-1979,M,1501027200,M,60000,"Insert into Customer values('PO-19180','Philisse Overcash',29121,'M',1501027200,'M',60000)"
SH-19975,Sally Hughsby,18-03-1956,S,1426032000,F,60000,"Insert into Customer values('SH-19975','Sally Hughsby',20532,'S',1426032000,'F',60000)"
GA-14725,Guy Armstrong,25-08-1959,M,1561593600,F,60000,"Insert into Customer values('GA-14725','Guy Armstrong',21787,'M',1561593600,'F',60000)"
GT-4755,Guy Thornton,02-09-1958,S,1422403200,M,70000,"Insert into Customer values('GT-4755','Guy Thornton',21430,'S',1422403200,'M',70000)"
PR-18880,Patrick Ryan,09-09-1984,M,1465603200,M,80000,"Insert into Customer values('PR-18880','Patrick Ryan',30934,'M',1465603200,'M',80000)"
AG-10765,Anthony Garverick,17-08-1958,S,1423872000,M,60000,"Insert into Customer values('AG-10765','Anthony Garverick',21414,'S',1423872000,'M',60000)"
SE-20110,Sanjit Engle,26-07-1989,M,1506902400,M,70000,"Insert into Customer values('SE-20110','Sanjit Engle',32715,'M',1506902400,'M',70000)"
JB-16045,Julia Barnett,03-10-1979,M,1516752000,M,70000,"Insert into Customer values('JB-16045','Julia Barnett',29131,'M',1516752000,'M',70000)"
JM-5580,Jill Matthias,14-10-1980,M,1548288000,F,70000,"Insert into Customer values('JM-5580','Jill Matthias',29508,'M',1548288000,'F',70000)"
JO-15280,Jas O Carroll,03-03-1956,M,1477094400,F,70000,"Insert into Customer values('JO-15280','Jas O Carroll',20517,'M',1477094400,'F',70000)"
LP-17095,Liz Preis,04-11-1959,M,1522281600,F,70000,"Insert into Customer values('LP-17095','Liz Preis',21858,'M',1522281600,'F',70000)"
EJ-14155,Eva Jacobs,24-09-1968,M,1456444800,M,80000,"Insert into Customer values('EJ-14155','Eva Jacobs',25105,'M',1456444800,'M',80000)"
VW-21775,Victoria Wilson,18-12-1998,S,1432598400,M,40000,"Insert into Customer values('VW-21775','Victoria Wilson',36147,'S',1432598400,'M',40000)"
GM-14455,Gary Mitchum,03-04-1952,M,1542585600,M,40000,"Insert into Customer values('GM-14455','Gary Mitchum',19087,'M',1542585600,'M',40000)"
BF-1080,Bart Folk,08-09-1961,S,1507075200,M,40000,"Insert into Customer values('BF-1080','Bart Folk',22532,'S',1507075200,'M',40000)"
SM-20905,Susan MacKendrick,13-07-1993,S,1447027200,M,40000,"Insert into Customer values('SM-20905','Susan MacKendrick',34163,'S',1447027200,'M',40000)"
BO-1425,Bobby Odegard,21-09-1951,S,1454544000,F,80000,"Insert into Customer values('BO-1425','Bobby Odegard',18892,'S',1454544000,'F',80000)"
AW-10930,Arthur Wiediger,25-02-1970,M,1467504000,M,80000,"Insert into Customer values('AW-10930','Arthur Wiediger',25624,'M',1467504000,'M',80000)"
JP-15460,Jennifer Patt,27-10-1966,M,1560384000,F,60000,"Insert into Customer values('JP-15460','Jennifer Patt',24407,'M',1560384000,'F',60000)"
AS-10240,Alan Shonely,29-05-2002,S,1482105600,F,40000,"Insert into Customer values('AS-10240','Alan Shonely',37405,'S',1482105600,'F',40000)"
TB-11625,Trudy Brown,21-02-1982,M,1453766400,M,40000,"Insert into Customer values('TB-11625','Trudy Brown',30003,'M',1453766400,'M',40000)"
JP-5520,Jeremy Pistek,25-01-1955,S,1560211200,F,50000,"Insert into Customer values('JP-5520','Jeremy Pistek',20114,'S',1560211200,'F',50000)"
BD-11770,Bryan Davis,19-11-1998,M,1492214400,M,50000,"Insert into Customer values('BD-11770','Bryan Davis',36118,'M',1492214400,'M',50000)"
BD-11635,Brian Derr,13-04-1990,M,1448150400,M,50000,"Insert into Customer values('BD-11635','Brian Derr',32976,'M',1448150400,'M',50000)"
CC-2370,Christopher Conant,07-02-1980,S,1499904000,F,50000,"Insert into Customer values('CC-2370','Christopher Conant',29258,'S',1499904000,'F',50000)"
PO-8850,Patrick O Brill,11-08-1981,M,1454371200,M,50000,"Insert into Customer values('PO-8850','Patrick O Brill',29809,'M',1454371200,'M',50000)"
TZ-21445,Tom Zandusky,05-01-1954,M,1536364800,M,50000,"Insert into Customer values('TZ-21445','Tom Zandusky',19729,'M',1536364800,'M',50000)"
RB-19435,Richard Bierner,26-05-2005,S,1500681600,M,60000,"Insert into Customer values('RB-19435','Richard Bierner',38498,'S',1500681600,'M',60000)"
JE-15475,Jeremy Ellison,14-01-1980,S,1532390400,M,60000,"Insert into Customer values('JE-15475','Jeremy Ellison',29234,'S',1532390400,'M',60000)"
AI-10855,Arianne Irving,11-02-1984,M,1524441600,M,60000,"Insert into Customer values('AI-10855','Arianne Irving',30723,'M',1524441600,'M',60000)"
MH-17440,Mark Haberlin,07-09-1995,S,1478563200,F,60000,"Insert into Customer values('MH-17440','Mark Haberlin',34949,'S',1478563200,'F',60000)"
JE-6165,Justin Ellison,11-09-2002,S,1547683200,F,60000,"Insert into Customer values('JE-6165','Justin Ellison',37510,'S',1547683200,'F',60000)"
DS-13180,David Smith,06-02-1991,S,1437609600,M,60000,"Insert into Customer values('DS-13180','David Smith',33275,'S',1437609600,'M',60000)"
AC-10660,Anna Chung,16-08-1967,S,1485043200,F,60000,"Insert into Customer values('AC-10660','Anna Chung',24700,'S',1485043200,'F',60000)"
MH-17455,Mark Hamilton,27-10-1953,M,1428624000,M,60000,"Insert into Customer values('MH-17455','Mark Hamilton',19659,'M',1428624000,'M',60000)"
CC-12430,Chuck Clark,22-11-1950,S,1541548800,F,60000,"Insert into Customer values('CC-12430','Chuck Clark',18589,'S',1541548800,'F',60000)"
NG-18355,Nat Gilpin,25-07-1983,S,1507248000,F,60000,"Insert into Customer values('NG-18355','Nat Gilpin',30522,'S',1507248000,'F',60000)"
RC-19825,Roy Collins,27-07-1971,S,1520640000,F,60000,"Insert into Customer values('RC-19825','Roy Collins',26141,'S',1520640000,'F',60000)"
JD-16015,Joy Daniels,16-03-1988,M,1534636800,F,40000,"Insert into Customer values('JD-16015','Joy Daniels',32218,'M',1534636800,'F',40000)"
JH-5910,Jonathan Howell,02-02-1959,S,1450656000,M,70000,"Insert into Customer values('JH-5910','Jonathan Howell',21583,'S',1450656000,'M',70000)"
SC-10695,Steve Chapman,31-07-1985,M,1443139200,F,70000,"Insert into Customer values('SC-10695','Steve Chapman',31259,'M',1443139200,'F',70000)"
RD-9930,Russell D Ascenzo,03-06-1963,M,1555632000,M,70000,"Insert into Customer values('RD-9930','Russell D Ascenzo',23165,'M',1555632000,'M',70000)"
LC-6930,Linda Cazamias,22-07-1972,M,1478822400,F,70000,"Insert into Customer values('LC-6930','Linda Cazamias',26502,'M',1478822400,'F',70000)"
DW-13195,David Wiener,12-03-1986,M,1497225600,F,70000,"Insert into Customer values('DW-13195','David Wiener',31483,'M',1497225600,'F',70000)"
RD-19900,Ruben Dartt,20-05-1984,S,1447027200,M,40000,"Insert into Customer values('RD-19900','Ruben Dartt',30822,'S',1447027200,'M',40000)"
